Date,Open,High,Low,Close,Adj Close,Volume
2001-08-02,5121.950195,5204.200195,5083.339844,5088.700195,5088.700195,0
2001-08-03,5078.160156,5093.27002,5019.109863,5031.290039,5031.290039,0
2001-08-06,5017.629883,5096.850098,5009.450195,5066.25,5066.25,0
2001-08-07,5039.040039,5062.859863,4974.350098,5051.620117,5051.620117,0
2001-08-08,5034.899902,5038.529785,4964.700195,4986.22998,4986.22998,0
2001-08-09,4927.950195,4934.259766,4872.419922,4888.299805,4888.299805,0
2001-08-10,4913.839844,4962.160156,4822.290039,4846.02002,4846.02002,0
2001-08-13,4903.72998,4925.560059,4829.819824,4920.350098,4920.350098,0
2001-08-14,4946.069824,5003.209961,4942.100098,4962.640137,4962.640137,0
2001-08-15,4948.859863,4974.02002,4924.02002,4933.970215,4933.970215,0
2001-08-16,4915.140137,4916.490234,4849.379883,4882.620117,4882.620117,0
2001-08-17,4905.700195,4927.439941,4753.120117,4777.370117,4777.370117,0
2001-08-20,4770.5,4817.97998,4724.549805,4791.430176,4791.430176,0
2001-08-21,4806.899902,4836.0,4776.819824,4834.870117,4834.870117,0
2001-08-22,4788.910156,4891.029785,4768.890137,4812.140137,4812.140137,0
2001-08-23,4835.459961,4842.379883,4775.330078,4809.5,4809.5,0
2001-08-24,4830.740234,4919.910156,4822.169922,4916.560059,4916.560059,0
2001-08-27,4917.140137,4963.859863,4899.089844,4905.790039,4905.790039,0
2001-08-28,4891.560059,4940.930176,4793.0,4815.720215,4815.720215,0
2001-08-29,4792.240234,4869.939941,4765.709961,4834.890137,4834.890137,0
2001-08-30,4827.180176,4863.259766,4697.669922,4703.870117,4703.870117,0
2001-08-31,4687.930176,4722.540039,4668.189941,4689.339844,4689.339844,0
2001-09-03,4712.089844,4712.089844,4585.390137,4629.799805,4629.799805,0
2001-09-04,4696.939941,4708.040039,4576.419922,4673.97998,4673.97998,0
2001-09-05,4627.169922,4643.75,4563.689941,4571.560059,4571.560059,0
2001-09-06,4616.600098,4616.600098,4470.72998,4480.75,4480.75,0
2001-09-07,4485.069824,4507.700195,4396.549805,4413.509766,4413.509766,0
2001-09-10,4372.129883,4427.160156,4251.540039,4383.740234,4383.740234,0
2001-09-11,4059.75,4059.75,4059.75,4059.75,4059.75,0
2001-09-12,3861.669922,4182.910156,3858.370117,4114.259766,4114.259766,0
2001-09-13,4089.830078,4143.950195,4041.389893,4113.870117,4113.870117,0
2001-09-14,4124.129883,4174.919922,3906.73999,3909.48999,3909.48999,0
2001-09-17,3861.080078,4024.949951,3783.620117,4015.459961,4015.459961,0
2001-09-18,3980.649902,3980.649902,3891.320068,3970.179932,3970.179932,0
2001-09-19,3955.409912,4014.860107,3873.810059,3888.929932,3888.929932,0
2001-09-20,3878.570068,3913.639893,3714.050049,3738.179932,3738.179932,0
2001-09-21,3674.370117,3733.120117,3463.070068,3652.870117,3652.870117,0
2001-09-24,3713.76001,3861.189941,3713.76001,3861.189941,3861.189941,0
2001-09-25,3795.850098,3947.830078,3769.090088,3902.850098,3902.850098,0
2001-09-26,3882.26001,4012.939941,3836.419922,3975.530029,3975.530029,0
2001-09-27,3946.709961,4013.22998,3928.120117,4013.22998,4013.22998,0
2001-09-28,4065.219971,4117.839844,4040.889893,4079.02002,4079.02002,0
2001-10-01,4097.220215,4097.640137,3979.050049,4004.570068,4004.570068,0
2001-10-02,4018.459961,4044.659912,3914.389893,4044.659912,4044.659912,0
2001-10-03,4034.820068,4034.820068,3930.040039,4024.25,4024.25,0
2001-10-04,4110.52002,4195.799805,4094.02002,4195.799805,4195.799805,0
2001-10-05,4137.160156,4232.660156,4116.149902,4164.759766,4164.759766,0
2001-10-08,4102.930176,4172.209961,4031.090088,4172.209961,4172.209961,0
2001-10-09,4149.330078,4217.22998,4123.540039,4176.970215,4176.970215,0
2001-10-10,4145.47998,4319.379883,4131.569824,4319.379883,4319.379883,0
2001-10-11,4328.350098,4407.669922,4312.47998,4330.680176,4330.680176,0
2001-10-12,4372.419922,4381.490234,4283.5,4336.879883,4336.879883,0
2001-10-15,4295.209961,4300.720215,4196.72998,4213.910156,4213.910156,0
2001-10-16,4220.470215,4308.490234,4193.009766,4308.490234,4308.490234,0
2001-10-17,4379.810059,4458.040039,4362.990234,4411.509766,4411.509766,0
2001-10-18,4308.240234,4359.410156,4291.390137,4338.089844,4338.089844,0
2001-10-19,4310.799805,4347.890137,4228.22998,4264.890137,4264.890137,0
2001-10-22,4281.779785,4345.450195,4243.120117,4341.290039,4341.290039,0
2001-10-23,4385.350098,4455.759766,4377.410156,4455.759766,4455.759766,0
2001-10-24,4420.799805,4535.899902,4394.129883,4486.350098,4486.350098,0
2001-10-25,4491.680176,4546.419922,4363.359863,4378.450195,4378.450195,0
2001-10-26,4443.879883,4482.759766,4419.399902,4478.629883,4478.629883,0
2001-10-29,4465.669922,4465.669922,4382.569824,4383.240234,4383.240234,0
2001-10-30,4315.189941,4326.52002,4235.689941,4251.930176,4251.930176,0
2001-10-31,4238.02002,4391.009766,4201.810059,4341.290039,4341.290039,0
2001-11-01,4325.189941,4366.939941,4276.609863,4366.939941,4366.939941,0
2001-11-02,4387.810059,4418.830078,4338.819824,4369.399902,4369.399902,0
2001-11-05,4392.049805,4488.939941,4389.77002,4485.339844,4485.339844,0
2001-11-06,4500.740234,4532.259766,4438.180176,4461.689941,4461.689941,0
2001-11-07,4491.75,4518.009766,4410.629883,4493.27002,4493.27002,0
